Species,SRR7162297,SRR7162298,SRR7162299,SRR7162301,SRR7162302,SRR7162303,SRR7162304,SRR7162305,SRR7162306,SRR7162307,SRR7162308,SRR7162309,SRR7162311,SRR7162315,SRR7162316,SRR7162318,SRR7162320,SRR7162321,SRR7162322,SRR7162323,SRR7162325,SRR7162326,SRR7162331,SRR7162332,SRR7162334,SRR7162335,SRR7162336,SRR7162339,SRR7162340,SRR7162343,SRR7162344,SRR7162345,SRR7162346,SRR7162347,SRR7162349,SRR7162351,SRR7162352,SRR7162353,SRR7162355,SRR7162356,SRR7162358,SRR7162359,SRR7162361,SRR7162362,SRR7162363,SRR7162365,SRR7162366,SRR7162370,SRR7162372,SRR7162374,SRR7162377,SRR7162378,SRR7162379,SRR7162380,SRR7162382,SRR7162383,SRR7162386,SRR7162387,SRR7162388,SRR7162389,SRR7162393,SRR7162396,SRR7162398,SRR7162399,SRR7162400,SRR7162401,SRR7162402,SRR7162403,SRR7162404,SRR7162405,SRR7162407,SRR7162408,SRR7162410,SRR7162411,SRR7162413,SRR7162414,SRR7162415,SRR7162416,SRR7162418,SRR7162421,SRR7162422,SRR7162423,SRR7162424,SRR7162425,SRR7162426,SRR7162427,SRR7162428
Lysinibacillus sphaericus,0,0,0,0,0,0,0,0,0,0,0,166.31471,0,0,0,0,97.608246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217.84839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266.52222,0,0,156.7129,0,0,0,0,0,106.13246,0,0,0,0,0,0,120.52366,0,0,0,0,244.50648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Macrococcus caseolyticus,0,0,0,73.30585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280.35367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272.9278,0,0,0,0,0,0,0,0,0,96.9052,0,0,0,0,0,94.993004,0,0,0,0,0,0,0,0,0
Magnetococcus marinus,184.12433,0,0,0,478.44058,371.20114,236.594745,0,0,0,0,0,0,0,99.15424,0,209.0039,0,0,0,0,177.16678,131.12572,825.2416,185.3905,0,641.0576,0,351.81738,0.46414676,0,0,0,982.1084,0,0,0,0,0,0,0,0,0,538.19666,0,438.12158,0,0,0,63.279766,0,0,0,0,0,0.8266266,146.06691,0,0,0,0,0,1184.4601,0,0,5319.78,0,165.05177,0,268.2941,0,0,594.39836,173.70409,0,0,0,0,0,0,0,0,0,0,0,0,272.18585
Magnetospirillum magneticum,0,0,0,0,0,0,339.36142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.163315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181.13116,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mahella australiensis,0,255.87836,967.850873,107.346824,265.5885,0,445.758444,0,854.06124,2518.44586,0,0,93.17007,0,71.78672,952.99316,2917.27657,0,2338.369468,0,0,2816.61309,140.30035,367.64826,0,140.61325,244.2216,0,75.68621,17.402119,1381.283046,0,0,141.25032,73.292564,128.97086,0,0,330.598677,71.72322,1545.11532,0,0,111.69857,0,135.30579,1442.109756,154.44832,1095.711251,57.240574,109.500946,0,81.51757,533.48265,0,179.2765087,1502.220008,0,115.594955,2390.645916,2935.1831,485.52602,1163.758166,308.41901,2001.53859,616.69829,144.52705,83.63731,0,167.54738,0,0,548.209167,271.80304,359.71659,0,0,101.27684,124.07514,165.98767,0,368.155434,112.130295,6202.35955,3115.379605,1394.35805,484.087856
Mannheimia succiniciproducens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.40762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maribacter sp. HTCC2170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.11331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maricaulis maris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352.70126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.18383,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marivirga tractuosa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.23363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.19576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Melissococcus plutonius,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1502.4096,0,0,92.87306,0,90.06778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133.615816,0,0,0,0,0,0,0,0,0,0,0,0,0,332.778626,0,0,0,0,0,0,0,107.55754,0,0,0,0,200.92,0,0,0,0,0,0,2062.430754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Methylotenera mobilis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102.332275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149.13303,0,0,0,0,0,0,0,0
Methylovorus glucosotrophus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147.56027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Methylovorus sp. MP688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.453384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Micrococcus luteus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.60359,0,0,0
Mobiluncus curtisii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.93694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.0312,0,0,0,0,0,0,0,0,0,0,464.55861,387.30963,92.116394,0,0,91.043205,0,0,0,0,0,206.41646,0,0,0,0,0,2552.994625,0,0,0,0,0,0,0,0,0,0,0,87.0194,0,0,0
Moorella thermoacetica,85.039345,0,0,0,143.23094,0,413.7363,62.750565,164.24342,0,0,304.0205,0,0,0,0,218.685696,0,95.348976,0,80.92656,162.44035,154.53874,138.87636,0,0,0,0,0,0,497.37542,166.71457,134.2084,0,165.00203,0,131.35928,0,111.35035,0,0,227.44128,266.42007,210.08519,0,0,420.618386,190.32631,205.17216,0,0,0,0,0,0,0,47.923992,0,134.45975,0,109.95468,0,0,0,88.83392,0,0,0,0,0,185.66208,0,65.14071,234.25096,0,0,0,0,132.23473,0,0,0,0,0,0,0,0
Moraxella catarrhalis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135.06482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Muricauda ruestringensis,0,0,66.78731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mycoplasma conjunctivae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mycoplasma crocodyli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.737175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mycoplasma fermentans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1342.19852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mycoplasma gallisepticum,0,0,0,0,183.02298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.23052,0,0,0,0,0,0,0,0,0,512.83434,0,0,0,0,0,55.090786,1233.2115,0,0,0,0,0,0,0,0,0,0,110.94734,0,117.72241,0,0,0,0,0,0,0,0,0,367.72998,0,0,986.9932,0,0,0,0,0,0,0,1488.6504,0,0,203.63785,0,0,0,0,0,110.02769,0,0,89.27376,0,0
Mycoplasma haemofelis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.128117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mycoplasma hominis,0,0,0,2632.8467,0,0,0,0,0,2340.9006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3642.649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060.9832,0,0,0,0,0,0,0,2457.3477,0,2135.0906,1147.872,1509.1896,0,0,0,0,0,0,0,0,0
Mycoplasma hyopneumoniae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mycoplasma mobile,299.23233,0,0,0,157.70256,0,1014.87524,0,0,1105.1617,0,0,0,0,0,0,0,3349.6475,0,0,0,0,0,0,0,0,76.33273,0,0,0,0,139.51367,0,0,0,0,0,0,0,0,0,0,0,0,4937.574,186.43213,0,0,0,0,0,4375.869,196.01204,0,0,0,0,0,0,150.92969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,632.0296,0,573.3184,0,0,0,0,0,0,580.99744,2649.5842,0
Mycoplasma penetrans,0,0,0,0,0,0,0,0,133.76067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137.34874,0,0,0,0,0,0,0,0,0,0,0,0,111.75099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,526.81116,212.98549,0,0,0,0,0,0,0,0,147.65895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mycoplasma pneumoniae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101.87093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178.32657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mycoplasma pulmonis,0,0,154.97165,0,0,0,332.07339,0,0,0,0,0,0,12561.304,0,5063.065196,1117.9603,0,987.5665,0,0,116.4417,1962.5896,0,0,0,0,5506.608,0,0,291.3505,0,0,0,0,0,92.18196,0,0,0,0,0,0,0,0,0,223.2075,0,166.820226,0,0,0,1556.3868,0,0,3168.296,203.49826,0,331.36567,3404.7336,0,0,0,2360.0574,0,4172.7725,0,800.24146,3847.0078,0,0,0,0,0,0,0,0,0,0,0,0,182.88618,1134.242,0,10169.2087,0,157.48027
Mycoplasma suis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.026146,81.69229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mycoplasma synoviae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Myxococcus fulvus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265.90627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Natranaerobius thermophilus,100.2124,0,0,0,218.80039,0,0,0,152.68898,174.5059,0,0,0,0,0,90.545845,417.2842,0,0,0,0,0,81.42558,0,0,0,0,0,0,0,106.18419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.890038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216.70522,0,0,0,0,241.11778,0
Nautilia profundicola,0,0,0,0,0,0,89.069664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.97664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neisseria meningitidis,0,0,0,290.08844,262.0261,0,377.24255,0,0,0,0,0,0,0,0,0,93.55417,0,0,0,0,1498.68327,392.93195,0,0,0,1726.2465,0,0,7.0260243,0,175.60841,0,0,0,0,0,0,0,99.00873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.39875,0,0,0,0,0,919.02427,0,0,0,0,0,0,315.39954,0,0,0,0,0,148.83269,0,494.7345,0,0,0,0,0,0,135.98857,0,111.27074,0,170.01196
Neorickettsia sennetsu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.39171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nitrosomonas eutropha,0,0,0,0,0,0,135.96211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nitrosomonas sp. Is79A3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.20991,0,0,0
Nitrosospira multiformis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Novosphingobium aromaticivorans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oceanobacillus iheyensis,0,0,0,0,252.625014,130.52635,239.943264,0,119.56647,0,115.25317,219.05254,0,0,0,0,869.62436,0,0,0,0,0,0,0,0,0,0,0,0,0,652.744214,274.94678,0,0,0,0,0,0,0,0,0,0,0,135.61816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368.89826,0,0,0,0,0,97.159676,0,0,0,85.20878,0,0,0,0,0,105.72111,0,0,0,0,0,0
Odoribacter splanchnicus,34742.65203,9450.4435,30254.15132,4859.282805,42695.61561,12864.28458,100846.4382,1454.432909,54564.29219,81541.65993,2782.25793,0,13862.60555,5454.467304,8406.27849,21300.438,23699.15542,4274.86371,33792.55356,23904.70519,0,48950.52465,20395.00661,31100.10212,10836.04277,14017.73587,13836.967,39546.7096,8109.312051,2863.653308,53473.84396,30088.96345,1272.967305,0,12234.36433,1831.855775,11051.5255,4099.229024,41150.37207,25046.64208,49299.31648,3222.100554,0,6878.752765,23252.3656,6451.547903,30392.93499,3427.34515,36531.50968,4445.829331,962.56636,4980.152365,3854.545691,24218.85907,10870.0418,25431.67734,27002.12385,0,7026.94773,15222.94614,23472.59322,9777.878185,11104.50195,75907.82352,64718.56867,16672.05504,14079.38514,33741.81722,41617.25679,0,66240.44462,0,37845.67074,5971.66283,64184.72009,2478.524795,4581.237986,14692.49898,41848.7348,74364.41489,25893.0875,27637.41673,12172.07554,55864.28599,45052.37138,30176.10653,256.175451
Oenococcus oeni,0,0,0,0,238.09674,0,0,0,0,0,0,158.57333,0,0,0,178.6181,0,0,0,0,0,0,0,0,0,0,59.066257,0,0,7.5923734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olsenella uli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.20365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255.33263,0,0,0,0,638.79956,0,0,0,206.745596,0,0,0,0
Orientia tsutsugamushi,0,0,0,2812.5776,0,0,0,0,0,0,0,7981.2305,0,0,0,112.387985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287.66742,0,0,0,0,192.06764,0,0,0,0,0,0,106.59775,0,0,0,0,68.960815,0,0,0,0,261.15268,0,1272.0297,2004.1698,0,0,0,0,0,0,0,0,11541.762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1429.8174,0,0,0
Paenibacillus mucilaginosus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.22828,0,0,0,0,0,0,146.8187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paenibacillus polymyxa,0,0,0,0,0,0,233.55496,0,0,0,124.31545,0,0,0,0,0,232.00104,0,191.03029,0,0,142.13365,141.57886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.154686,0,0,0,0,0,0,0,0,137.8658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.88143,0,0,0,0,277.96584,0,0,0,267.9103,0,0,0,91.75779,0,0,0
Paenibacillus sp. JDR-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.662575,0,0,0,0,0,78.882904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,559.413784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paenibacillus sp. Y412MC10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.81105,0,0,0,0,0,0,0,0,0,103.5024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paludibacter propionicigenes,2176.02925,53801.18633,1492.02766,721.04074,1334.8676,664.76578,5814.87176,976.83797,320.43132,4464.07367,1579.113545,0,787.5295,122.120674,1049.972334,2053.09068,1494.521816,117.27956,7357.149003,5610.80907,0,4824.153124,2016.29442,308.505924,333.78733,104.37637,156.52754,897.98712,70.021805,255.33067,2285.238905,540.33684,0,0,1958.9338,270.955505,288.02077,62.275482,240.715335,2447.152359,949.5028,73.38321,0,673.3293,0,255.98506,376.21155,0,2523.89783,1000.6663,203.41928,0,121.011765,297.28831,0,0,1001.320951,574.24536,2410.881,656.817514,3538.28825,398.96025,0,3429.69425,1390.6894,3238.56435,954.4974,5066.234271,1218.859966,0,3307.609538,0,1137.50617,2493.05886,1675.121494,1123.87294,519.7447543,884.742845,0,12954.36241,501.353344,2421.397146,913.828636,4287.4053,5164.21988,7456.42062,238.547246
Pantoea ananatis,62.793667,0,0,0,0,0,0,0,0,0,0,0,0,143.85722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pantoea vagans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,957.1262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Parabacteroides distasonis,8495.247568,14586.94864,20077.26147,3617.4749,7474.720544,13439.18516,32118.37628,12122.61603,22430.94098,40614.70275,25450.61638,0,37884.56053,18575.04037,20893.40258,9930.012077,6753.107894,240675.1824,34217.73226,30215.65045,0,13629.83312,6111.792275,8190.776635,6973.508165,22645.73016,11825.30196,11848.70355,11120.30891,3625.161375,10505.6369,27067.56757,14304.2269,0,16547.9196,19046.45995,20003.51693,26119.40652,15616.51538,14757.01607,15356.32999,4261.86628,35097.5241,9940.302856,44405.48323,5894.227639,5564.590096,47798.76034,11890.88018,990.685075,3494.36534,221663.3762,13833.16682,12035.48262,7497.31626,14763.36711,4888.728358,10647.16916,35750.85235,7005.646289,12279.64519,10844.67774,4354.18961,24657.90233,16690.76174,17503.10575,19140.09323,8070.778094,31937.01782,21169.4604,18481.82747,0,26475.51548,4046.199614,25948.30776,19842.48286,31408.49862,20790.62727,10593.0243,28780.86006,7090.312905,38509.83551,23364.9657,82558.20836,9337.43233,17894.98096,3592.24575
Parachlamydia acanthamoebae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.05665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pasteurella multocida,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123.2736,0,0,0,0,0,0,0,0,0,0,83.66937
Pectobacterium wasabiae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186.21178
Pediococcus pentosaceus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.16992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pedobacter heparinus,0,0,0,0,0,0,0,0,0,0,173.85474,0,0,0,0,0,0,0,92.06897,0,0,0,0,0,110.76941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.84048,0,0,0,0,0,0,0,0,0,0,0,0,717.10297,0,0,0,0,0,0,213.21452,0,130.92018,152.34616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.70571,0,115.41243,0,0
Pedobacter saltans,1996.9106,0,0,0,226.04007,0,0,0,0,95.60693,0,0,0,0,871.936,279.2671,0,0,0,0,0,0,63.69396,1015.5369,2096.9585,72.48595,0,0,0,0,379.868476,124.49117,0,0,0,0,0,0,0,0,0,117.74655,0,0,0,0,387.57786,0,188.6184,0,0,0,0,0,0,150.7746,63.498665,0,576.8622,0,3820.6006,0,0,1008.33926,0,0,0,0,318.17413,0,559.82654,0,0,0,0,0,0,0,0,0,1288.5237,0,0,0,2132.28359,0,455.27597
Pelobacter carbinolicus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.57671,0,0,70.10821,0,0,0,0,0,0,0,0,143.57529,0,0,0,0,0,0,0,0,0,0,0,0,57.5326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102.019005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.183495,0,0,331.04758,0
